NumberOfFollowings,NumberOfFollowers,NumberOfTweets,AccountAge,no_userfavourites,no_retweets,no_statuses,spammer
966,308,191,31,0.3188405797101449,6.161290322580645,0.0864864864864864,1
893,40,127,1,0.0447928331466965,127.0,0.4803149606299212,1
552,57,4,51,0.1032608695652173,0.0784313725490196,0.0,1
547,351,1,9,0.6416819012797075,0.1111111111111111,0.0,1
456,111,33,47,0.2434210526315789,0.7021276595744681,0.0909090909090909,1
713,63,2,9,0.0883590462833099,0.2222222222222222,0.5,1
1413,392,29,50,0.2774239207360226,0.58,0.0,1
1178,174,5,5,0.1477079796264855,1.0,0.0,1
917,61,127,2,0.0665212649945474,63.5,0.0,1
1674,1331,26,90,0.7951015531660693,0.2888888888888888,0.1153846153846153,1
59,32,155,77,0.5423728813559322,2.012987012987013,0.0,1
680,284,1,14,0.4176470588235294,0.0714285714285714,0.0,1
1862,747,8,90,0.4011815252416756,0.0888888888888888,0.0,1
374,63,32,2,0.1684491978609625,16.0,0.0,1
1060,342,79,7,0.3226415094339622,11.285714285714286,0.0128205128205128,1
237,124,141,154,0.5232067510548524,0.9155844155844156,0.6204379562043796,1
174,23,19,10,0.132183908045977,1.9,0.0,1
322,77,176,22,0.2391304347826087,8.0,0.0,1
882,79,78,1,0.0895691609977324,78.0,0.282051282051282,1
1027,338,2,1,0.3291139240506329,2.0,0.5,1
903,55,13,7,0.0609080841638981,1.8571428571428568,0.0,1
174,31,847,86,0.1781609195402299,9.848837209302326,0.0785340314136125,1
829,589,52,27,0.7104945717732207,1.9259259259259256,0.0384615384615384,1
1432,371,49,6,0.2590782122905028,8.166666666666666,0.0204081632653061,1
559,82,235,3,0.146690518783542,78.33333333333333,0.0,1
1356,189,34,18,0.1393805309734513,1.8888888888888888,0.0333333333333333,1
3329,3047,471,67,0.9152898768398918,7.029850746268656,1.430939226519337,1
1944,1086,70,38,0.558641975308642,1.8421052631578947,0.0142857142857142,1
334,390,91,30,1.1676646706586826,3.033333333333333,0.0,1
190,21,15,13,0.1105263157894736,1.1538461538461535,0.0666666666666666,1
104,32,123,2,0.3076923076923077,61.5,0.0,1
1875,1812,1293,28,0.9664,46.17857142857143,0.0,1
250,84,93,16,0.336,5.8125,0.0,1
330,36,167,22,0.109090909090909,7.590909090909091,0.0,1
1705,1198,4254,65,0.7026392961876833,65.44615384615385,0.0,1
26,1,49,0,0.0384615384615384,inf,0.8863636363636364,1
2000,1247,237,67,0.6235,3.537313432835821,0.0,1
551,217,26,5,0.3938294010889292,5.2,0.0769230769230769,1
71,0,1,62,0.0,0.0161290322580645,0.0,1
96,4,3,0,0.0416666666666666,inf,0.0,1
333,78,3,11,0.2342342342342342,0.2727272727272727,0.0,1
4431,4094,10,133,0.9239449334236064,0.075187969924812,0.3,1
397,55,29,8,0.1385390428211587,3.625,0.0,1
180,16,6,1,0.0888888888888888,6.0,0.0,1
1676,749,926,38,0.4468973747016706,24.36842105263158,0.0,1
317,135,51,57,0.4258675078864353,0.8947368421052632,0.196078431372549,1
2000,1565,351,56,0.7825,6.267857142857143,0.0,1
1513,929,56,16,0.6140118968935889,3.5,0.0,1
1363,145,12,9,0.1063829787234042,1.3333333333333333,0.0,1
732,87,10,11,0.1188524590163934,0.9090909090909092,0.0,1
875,207,108,21,0.2365714285714285,5.142857142857143,0.2142857142857142,1
601,137,47,97,0.2279534109816971,0.4845360824742268,0.0666666666666666,1
744,96,29,21,0.1290322580645161,1.380952380952381,0.2727272727272727,1
476,250,51,4,0.5252100840336135,12.75,0.0,1
814,159,42,20,0.1953316953316953,2.1,0.75,1
469,274,86,151,0.5842217484008528,0.5695364238410596,0.3928571428571428,1
2000,119,874,75,0.0595,11.653333333333334,0.0,1
1024,104,6,2,0.1015625,3.0,0.5,1
262,42,2,9,0.1603053435114503,0.2222222222222222,0.0,1
2000,708,669,140,0.354,4.7785714285714285,0.0256410256410256,1
672,48,4,7,0.0714285714285714,0.5714285714285714,0.25,1
817,404,73,35,0.4944920440636475,2.085714285714286,0.0,1
490,358,59,2,0.7306122448979592,29.5,0.0,1
503,426,8,110,0.8469184890656064,0.0727272727272727,0.1111111111111111,1
2000,503,137,12,0.2515,11.416666666666666,0.0656934306569343,1
1426,269,54,4,0.1886395511921458,13.5,0.0,1
785,208,1,40,0.264968152866242,0.025,0.0,1
2884,2721,1632,135,0.943481276005548,12.088888888888889,0.0,1
141,36,1,44,0.2553191489361702,0.0227272727272727,0.0,1
3578,3254,1661,137,0.9094466182224706,12.124087591240876,0.0,1
3661,3161,11229,159,0.8634252936356187,70.62264150943396,0.135,1
990,474,950,75,0.4787878787878787,12.666666666666666,0.0,1
1385,966,36,106,0.6974729241877257,0.3396226415094339,0.0,1
296,46,35,3,0.1554054054054054,11.666666666666666,0.0,1
370,64,174,8,0.1729729729729729,21.75,0.0,1
1219,819,329,36,0.671862182116489,9.13888888888889,0.035,1
297,37,4,0,0.1245791245791245,inf,0.0,1
1418,823,20,47,0.580394922425952,0.425531914893617,0.0,1
24,4,81,28,0.1666666666666666,2.892857142857143,0.0,1
227,153,106,1,0.6740088105726872,106.0,0.0,1
682,235,6,6,0.344574780058651,1.0,0.0,1
180,22,6,0,0.1222222222222222,inf,0.0,1
1417,431,350,32,0.3041637261820748,10.9375,0.0054644808743169,1
346,42,4,0,0.1213872832369942,inf,0.0,1
1992,878,953,119,0.4407630522088353,8.008403361344538,0.0,1
98,12,3,0,0.1224489795918367,inf,0.0,1
272,61,46,1,0.2242647058823529,46.0,1.195121951219512,1
1783,398,1233,44,0.2232192933258553,28.022727272727277,0.0,1
1122,1375,117,150,1.2254901960784317,0.78,0.017094017094017,1
383,52,22,5,0.1357702349869451,4.4,0.0,1
139,8,1,2,0.0575539568345323,0.5,0.0,1
187,16,1,2,0.0855614973262032,0.5,0.0,1
399,57,3,0,0.1428571428571428,inf,0.0,1
385,97,50,11,0.2519480519480519,4.545454545454546,0.0,1
542,137,48,13,0.2527675276752767,3.692307692307693,0.0,1
2138,2313,3273,94,1.0818521983161833,34.819148936170215,0.0,1
149,29,6,3,0.1946308724832214,2.0,0.0,1
212,43,50,107,0.2028301886792453,0.4672897196261682,1.2444444444444445,1
631,650,16,45,1.0301109350237718,0.3555555555555555,0.0,1
227,37,1,2,0.1629955947136563,0.5,0.0,1
1449,895,45,102,0.6176673567977916,0.4411764705882353,0.2888888888888888,1
338,75,13,7,0.2218934911242603,1.8571428571428568,0.0,1
850,602,296,41,0.7082352941176471,7.219512195121951,0.0,1
944,532,295,18,0.5635593220338984,16.38888888888889,0.005,1
433,65,131,61,0.1501154734411085,2.1475409836065573,0.0,1
1162,583,28,54,0.5017211703958692,0.5185185185185185,0.0357142857142857,1
1474,165,4749,36,0.1119402985074626,131.91666666666666,0.0,1
871,227,127,16,0.2606199770378875,7.9375,0.0,1
1100,1228,32,75,1.1163636363636364,0.4266666666666667,0.0,1
2001,1481,60,86,0.7401299350324838,0.6976744186046512,0.2068965517241379,1
94,313,3,138,3.3297872340425534,0.0217391304347826,0.5,1
751,425,196,5,0.5659121171770972,39.2,0.0051546391752577,1
276,160,16,122,0.5797101449275363,0.1311475409836065,0.1333333333333333,1
1512,299,1698,25,0.1977513227513227,67.92,0.04,1
973,587,122,62,0.6032887975334018,1.967741935483871,0.0,1
343,227,85,155,0.6618075801749271,0.5483870967741935,0.6447368421052632,1
176,44,887,163,0.25,5.441717791411043,0.6875,1
699,573,1512,54,0.8197424892703863,28.0,0.005,1
67,17,41,31,0.2537313432835821,1.3225806451612905,0.0,1
288,49,951,146,0.1701388888888889,6.513698630136986,0.4723618090452261,1
1642,202,1352,108,0.123020706455542,12.51851851851852,0.2967741935483871,1
935,79,38,16,0.0844919786096256,2.375,0.0,1
935,176,40,2,0.188235294117647,20.0,0.0,1
33,19,139,15,0.5757575757575758,9.266666666666667,0.0,1
1989,1585,7,43,0.7968828557063852,0.1627906976744186,0.0,1
2889,2673,15,33,0.9252336448598132,0.4545454545454545,0.0666666666666666,1
1958,943,791,32,0.4816138917262513,24.71875,0.0,1
1473,416,16,14,0.2824168363883231,1.1428571428571428,0.1875,1
288,167,101,136,0.5798611111111112,0.7426470588235294,0.4074074074074074,1
1179,849,863,112,0.7201017811704835,7.705357142857143,0.005,1
2111,2232,2647,106,1.0573188062529606,24.971698113207548,0.0,1
403,68,83,5,0.1687344913151365,16.6,0.0,1
1333,229,2,1,0.1717929482370592,2.0,0.0,1
1013,327,2,4,0.3228035538005923,0.5,0.0,1
258,53,62,3,0.2054263565891473,20.666666666666668,0.0,1
179,93,105,57,0.5195530726256983,1.8421052631578947,0.0673076923076923,1
1370,684,544,58,0.4992700729927007,9.379310344827584,0.0,1
1097,1028,7,48,0.9371011850501368,0.1458333333333333,0.0,1
390,90,11,1,0.2307692307692307,11.0,0.0,1
866,161,33,2,0.1859122401847575,16.5,0.0,1
2000,649,27,10,0.3245,2.7,0.125,1
1848,249,18,4,0.1347402597402597,4.5,0.0,1
1118,529,52,17,0.4731663685152057,3.0588235294117645,0.0961538461538461,1
199,92,128,150,0.4623115577889447,0.8533333333333334,0.7016129032258065,1
698,63,23,18,0.0902578796561604,1.2777777777777777,0.3043478260869565,1
166,38,115,92,0.2289156626506024,1.25,0.5614035087719298,1
1122,146,9,27,0.1301247771836007,0.3333333333333333,0.0,1
40,13,23,34,0.325,0.6764705882352942,0.5652173913043478,1
1116,85,4,3,0.0761648745519713,1.3333333333333333,0.0,1
1029,398,3605,62,0.3867832847424684,58.14516129032258,0.0,1
119,27,1,2,0.226890756302521,0.5,0.0,1
994,850,221,108,0.8551307847082495,2.0462962962962963,0.0753768844221105,1
369,293,796,42,0.7940379403794038,18.952380952380956,0.0,1
2343,2416,510,105,1.0311566367904397,4.857142857142857,0.01,1
157,6,1,85,0.0382165605095541,0.0117647058823529,0.0,1
738,578,1,104,0.7831978319783198,0.0096153846153846,0.0,1
1744,603,1,8,0.3457568807339449,0.125,0.0,1
877,853,352,15,0.9726339794754846,23.466666666666665,0.0,1
309,72,501,4,0.233009708737864,125.25,0.005,1
8109,7886,1155,159,0.9724996917005796,7.264150943396227,1.137362637362637,1
2001,698,389,20,0.3488255872063968,19.45,0.0,1
924,409,269,20,0.4426406926406926,13.45,0.0050251256281407,1
290,388,150,33,1.3379310344827586,4.545454545454546,0.0,1
316,478,148,47,1.5126582278481011,3.148936170212766,0.0,1
324,341,146,27,1.0524691358024691,5.407407407407407,0.0,1
1148,660,149,147,0.5749128919860628,1.0136054421768708,0.6308724832214765,1
310,140,2151,25,0.4516129032258064,86.04,0.0,1
564,211,52,2,0.374113475177305,26.0,0.0,1
1773,1386,1242,92,0.7817258883248731,13.5,0.0,1
1967,932,64,5,0.4738179969496695,12.8,0.0,1
2000,555,51,16,0.2775,3.1875,0.0,1
775,111,23,1,0.1432258064516129,23.0,0.0869565217391304,1
632,422,1634,110,0.6677215189873418,14.854545454545455,0.0588235294117647,1
349,174,2,9,0.498567335243553,0.2222222222222222,0.0,1
1689,1581,937,76,0.9360568383658968,12.328947368421051,0.0,1
1745,393,330,4,0.225214899713467,82.5,0.0,1
1318,333,47,10,0.2526555386949924,4.7,0.0,1
1125,329,985,94,0.2924444444444444,10.47872340425532,0.0,1
316,36,34,3,0.1139240506329113,11.333333333333334,0.0,1
1998,706,40,15,0.3533533533533533,2.6666666666666665,0.025,1
1224,710,63,42,0.5800653594771242,1.5,0.0634920634920634,1
102,26,36,35,0.2549019607843137,1.0285714285714285,0.0,1
146,38,1,1,0.2602739726027397,1.0,0.0,1
1302,340,1137,97,0.261136712749616,11.721649484536082,0.0,1
1205,150,1,3,0.1244813278008298,0.3333333333333333,0.0,1
522,396,16,60,0.7586206896551724,0.2666666666666666,0.0,1
260,178,389,67,0.6846153846153846,5.8059701492537314,0.1948717948717948,1
799,319,99,4,0.3992490613266583,24.75,0.0,1
1021,684,382,87,0.6699314397649363,4.390804597701149,0.718562874251497,1
194,28,5,2,0.1443298969072164,2.5,0.2,1
817,394,2294,42,0.4822521419828641,54.61904761904762,0.425,1
682,276,210,29,0.4046920821114369,7.241379310344827,0.3701657458563536,1
313,91,1,10,0.2907348242811501,0.1,0.0,1
1068,138,1,1,0.1292134831460674,1.0,0.0,1
687,52,45,95,0.0756914119359534,0.4736842105263157,0.0,1
339,144,34,1,0.4247787610619469,34.0,0.0,1
360,120,2,33,0.3333333333333333,0.0606060606060606,0.0,1
736,299,47,7,0.40625,6.714285714285714,0.2127659574468085,1
214,87,43,2,0.4065420560747663,21.5,0.0,1
1794,517,87,54,0.2881828316610925,1.6111111111111112,0.2807017543859649,1
1183,709,29,53,0.599323753169907,0.5471698113207547,0.0,1
616,470,429,25,0.762987012987013,17.16,0.0,1
1517,895,9,14,0.5899802241265656,0.6428571428571429,0.8,1
925,676,13,26,0.7308108108108108,0.5,0.0769230769230769,1
291,13,1,0,0.0446735395189003,inf,0.0,1
897,168,2,3,0.1872909698996655,0.6666666666666666,0.5,1
699,609,164,76,0.871244635193133,2.1578947368421053,0.0,1
1240,114,3,2,0.0919354838709677,1.5,0.0,1
99,46,57,3,0.4646464646464646,19.0,0.0,1
618,454,43,82,0.7346278317152104,0.524390243902439,0.0625,1
710,85,7,22,0.1197183098591549,0.3181818181818182,0.0,1
1056,868,2117,103,0.821969696969697,20.553398058252423,0.0,1
10889,16948,2,54,1.5564330976214529,0.037037037037037,1.0,1
154,11,78,138,0.0714285714285714,0.5652173913043478,0.4428571428571428,1
4032,3665,2678,144,0.9089781746031746,18.59722222222222,0.615,1
1776,600,1969,160,0.3378378378378378,12.30625,0.0,1
1245,600,50,12,0.4819277108433735,4.166666666666667,0.2653061224489796,1
760,81,6,3,0.106578947368421,2.0,0.8333333333333334,1
2462,2238,1784,107,0.909017059301381,16.672897196261683,0.98,1
2001,191,64,124,0.0954522738630684,0.5161290322580645,0.015625,1
831,118,7,3,0.1419975932611311,2.333333333333333,0.6666666666666666,1
201,15,3,5,0.0746268656716417,0.6,0.0,1
407,58,5,1,0.1425061425061425,5.0,0.0,1
2017,1859,28,121,0.9216658403569656,0.2314049586776859,0.2272727272727272,1
525,22,5,9,0.0419047619047619,0.5555555555555556,0.0,1
501,41,1,59,0.0818363273453093,0.0169491525423728,0.0,1
499,148,5,0,0.2965931863727455,inf,0.0,1
77,98,539,61,1.2727272727272727,8.836065573770492,0.135,1
1693,682,3263,126,0.4028352037802717,25.896825396825395,0.01,1
386,100,568,38,0.2590673575129533,14.947368421052632,0.385,1
28,18,26,11,0.6428571428571429,2.363636363636364,0.08,1
237,156,107,115,0.6582278481012658,0.9304347826086956,1.0,1
1777,426,202,132,0.2397298818232976,1.5303030303030305,0.5846994535519126,1
245,22,13,52,0.0897959183673469,0.25,0.0,1
394,142,13,2,0.3604060913705584,6.5,0.0,1
1014,425,139,7,0.4191321499013806,19.857142857142858,0.0,1
1775,898,493,153,0.5059154929577465,3.2222222222222223,0.0529801324503311,1
1790,888,23,17,0.4960893854748603,1.3529411764705883,0.0,1
665,117,186,15,0.1759398496240601,12.4,0.0,1
1914,593,75,30,0.3098223615464995,2.5,0.352112676056338,1
209,34,119,46,0.1626794258373205,2.5869565217391304,0.0,1
681,586,459,132,0.8604992657856094,3.477272727272727,0.1507537688442211,1
747,48,4,13,0.0642570281124498,0.3076923076923077,0.0,1
81,99,1493,77,1.2222222222222223,19.38961038961039,0.0,1
1104,218,17,11,0.197463768115942,1.5454545454545454,0.6875,1
207,8,8,94,0.038647342995169,0.0851063829787234,0.0,1
665,112,365,5,0.1684210526315789,73.0,0.0,1
1554,1131,23,133,0.7277992277992278,0.1729323308270676,0.2083333333333333,1
166,17,1,26,0.1024096385542168,0.0384615384615384,0.0,1
669,74,9,2,0.1106128550074738,4.5,0.0,1
1085,880,18,11,0.8110599078341014,1.6363636363636365,0.3888888888888889,1
156,21,1,1,0.1346153846153846,1.0,0.0,1
482,206,6,4,0.4273858921161825,1.5,0.0,1
480,118,11,6,0.2458333333333333,1.8333333333333333,0.0,1
1999,1374,65,37,0.6873436718359179,1.7567567567567568,0.3898305084745763,1
1199,277,28,16,0.2310258548790658,1.75,0.0,1
913,656,2457,102,0.7185104052573932,24.08823529411765,0.0,1
1232,677,7548,65,0.549512987012987,116.12307692307692,0.0,1
328,77,114,160,0.2347560975609756,0.7125,0.1652173913043478,1
1315,269,54,76,0.2045627376425855,0.7105263157894737,0.0,1
23,8,4,14,0.3478260869565217,0.2857142857142857,0.0,1
203,25,8,0,0.1231527093596059,inf,0.375,1
1037,364,42,4,0.3510125361620058,10.5,0.0,1
432,126,334,62,0.2916666666666667,5.387096774193548,1.2580645161290325,1
157,38,45,7,0.2420382165605095,6.428571428571429,0.0,1
16,27,94,128,1.6875,0.734375,0.0425531914893617,1
381,80,516,85,0.2099737532808399,6.070588235294117,0.78,1
285,123,14,1,0.431578947368421,14.0,0.0,1
1165,230,28,7,0.1974248927038626,4.0,0.1851851851851851,1
1950,887,2,108,0.4548717948717948,0.0185185185185185,0.0,1
153,134,621,159,0.8758169934640523,3.9056603773584895,0.875,1
366,116,99,70,0.3169398907103825,1.4142857142857144,0.0,1
102,21,20,51,0.2058823529411764,0.392156862745098,0.0,1
359,127,101,70,0.3537604456824512,1.4428571428571428,0.0,1
433,143,44,1,0.3302540415704388,44.0,0.0,1
252,12,8,4,0.0476190476190476,2.0,0.0,1
999,569,1119,141,0.5695695695695696,7.936170212765957,0.005,1
381,3,1,1,0.0078740157480314,1.0,0.0,1
123,21,616,145,0.1707317073170731,4.248275862068965,0.0,1
1762,3291,375,112,1.8677639046538024,3.3482142857142856,0.7061855670103093,1
532,10,229,121,0.018796992481203,1.8925619834710743,0.09,1
132,75,32,107,0.5681818181818182,0.2990654205607476,0.0,1
556,78,70,3,0.1402877697841726,23.33333333333333,0.0144927536231884,1
1049,151,19,28,0.1439466158245948,0.6785714285714286,0.0,1
383,131,18,1,0.3420365535248041,18.0,0.0,1
659,91,5,1,0.1380880121396054,5.0,0.0,1
228,27,46,57,0.1184210526315789,0.8070175438596491,0.0652173913043478,1
473,298,48,27,0.6300211416490487,1.7777777777777777,0.1041666666666666,1
288,32,3,3,0.1111111111111111,1.0,0.0,1
475,66,14,10,0.1389473684210526,1.4,0.0769230769230769,1
655,222,55,3,0.3389312977099236,18.33333333333333,0.2363636363636363,1
919,401,38,7,0.4363438520130577,5.428571428571429,0.0,1
297,117,5,5,0.3939393939393939,1.0,0.0,1
205,42,671,133,0.2048780487804878,5.045112781954887,0.8216216216216217,1
622,213,241,8,0.342443729903537,30.125,0.0,1
224,41,1,0,0.1830357142857142,inf,0.0,1
329,21,5,2,0.0638297872340425,2.5,0.0,1
98,10,6,116,0.1020408163265306,0.0517241379310344,0.0,1
215,75,272,144,0.3488372093023256,1.8888888888888888,0.2392638036809816,1
969,373,9,3,0.3849329205366357,3.0,0.0,1
400,53,87,3,0.1325,29.0,0.0,1
1871,768,74,110,0.410475681453768,0.6727272727272727,0.1351351351351351,1
671,247,50,61,0.368107302533532,0.819672131147541,0.98,1
318,62,201,60,0.1949685534591195,3.35,0.0,1
335,37,54,38,0.1104477611940298,1.4210526315789471,0.0,1
113,2,120,71,0.0176991150442477,1.6901408450704225,1.0,1
113,12,118,71,0.1061946902654867,1.6619718309859155,1.0,1
709,407,5,25,0.5740479548660085,0.2,0.0,1
170,5,200,76,0.0294117647058823,2.631578947368421,1.0,1
95,7,253,98,0.0736842105263157,2.5816326530612246,1.8,1
1551,892,280,49,0.5751128304319794,5.714285714285714,0.16,1
1595,135,1958,28,0.0846394984326018,69.92857142857143,1.0,1
887,271,14,5,0.3055242390078918,2.8,0.0714285714285714,1
1562,1154,30,38,0.7387964148527529,0.7894736842105263,0.2962962962962963,1
454,117,85,45,0.2577092511013216,1.8888888888888888,0.0,1
538,283,1799,80,0.5260223048327137,22.4875,0.0,1
1298,616,55,121,0.4745762711864407,0.4545454545454545,0.1454545454545454,1
1393,978,882,108,0.7020818377602297,8.166666666666666,0.905,1
275,71,18,2,0.2581818181818182,9.0,0.0,1
77,1,1,0,0.0129870129870129,inf,0.0,1
557,406,79,5,0.7289048473967684,15.8,0.0,1
2001,1209,42,62,0.6041979010494752,0.6774193548387096,0.1860465116279069,1
1349,1183,527,47,0.876945885841364,11.212765957446807,0.086734693877551,1
353,70,68,5,0.1983002832861189,13.6,0.0,1
603,266,555,100,0.4411276948590381,5.55,0.455,1
48,7,6,76,0.1458333333333333,0.0789473684210526,0.3333333333333333,1
4837,4483,52,53,0.9268141409964854,0.981132075471698,0.0,1
1306,348,87,5,0.2664624808575804,17.4,0.0,1
258,52,147,4,0.2015503875968992,36.75,0.0068027210884353,1
899,204,114,148,0.2269187986651835,0.7702702702702703,0.1170212765957446,1
683,114,170,152,0.1669106881405563,1.118421052631579,0.0,1
1,0,1,1,0.0,1.0,0.0,1
684,297,91,3,0.4342105263157895,30.33333333333333,0.0,1
563,221,435,14,0.3925399644760213,31.071428571428573,0.0,1
1007,398,119,11,0.3952333664349553,10.818181818181818,0.0,1
2001,1789,16,96,0.8940529735132434,0.1666666666666666,0.0,1
232,44,103,133,0.1896551724137931,0.7744360902255639,0.6568627450980392,1
2001,996,31,13,0.4977511244377811,2.3846153846153846,0.0,1
1277,776,221,107,0.6076742364917777,2.0654205607476634,0.1608040201005025,1
499,337,524,93,0.6753507014028056,5.634408602150538,0.96,1
444,312,69,39,0.7027027027027027,1.7692307692307692,0.0,1
246,47,21,80,0.1910569105691057,0.2625,0.0476190476190476,1
950,966,168,113,1.016842105263158,1.4867256637168142,0.0,1
2001,1328,896,71,0.6636681659170415,12.619718309859154,0.475,1
595,192,1,2,0.3226890756302521,0.5,0.0,1
390,34,8,21,0.0871794871794871,0.3809523809523809,0.0,1
142,28,33,120,0.1971830985915492,0.275,0.4848484848484848,1
1175,489,1,7,0.4161702127659574,0.1428571428571428,0.0,1
489,21,1,0,0.0429447852760736,inf,0.0,1
511,452,65,3,0.8845401174168297,21.666666666666668,0.0151515151515151,1
1948,487,111,29,0.25,3.827586206896552,0.0,1
183,138,258,130,0.7540983606557377,1.984615384615385,0.7671232876712328,1
1787,146,21,7,0.0817011751538892,3.0,0.0476190476190476,1
1042,668,22,30,0.6410748560460653,0.7333333333333333,0.4761904761904761,1
409,214,294,92,0.5232273838630807,3.1956521739130435,0.6134020618556701,1
34,38,18,105,1.1176470588235294,0.1714285714285714,0.1111111111111111,1
625,195,20,1,0.312,20.0,0.0,1
966,200,93,87,0.2070393374741201,1.0689655172413792,0.0,1
203,13,50,45,0.064039408866995,1.1111111111111112,0.0,1
1646,824,281,150,0.5006075334143378,1.8733333333333333,0.0232558139534883,1
409,263,581,40,0.6430317848410758,14.525,0.005,1
443,50,191,14,0.1128668171557562,13.642857142857142,0.0,1
419,270,104,40,0.6443914081145584,2.6,0.0,1
715,55,421,15,0.0769230769230769,28.066666666666663,0.0,1
354,391,1206,80,1.1045197740112995,15.075,0.0,1
1992,244,59,27,0.1224899598393574,2.185185185185185,0.0,1
578,63,180,14,0.1089965397923875,12.857142857142858,0.0,1
343,372,1162,80,1.0845481049562682,14.525,0.0,1
420,271,602,41,0.6452380952380953,14.682926829268292,0.0,1
393,233,547,39,0.5928753180661578,14.025641025641026,0.0,1
1873,181,305,22,0.0966364121729845,13.863636363636363,0.0,1
428,285,557,39,0.6658878504672897,14.282051282051285,0.0,1
458,319,581,42,0.6965065502183406,13.833333333333334,0.0,1
370,404,1202,80,1.0918918918918918,15.025,0.0,1
1959,167,305,22,0.0852475752935171,13.863636363636363,0.0,1
332,365,188,80,1.0993975903614457,2.35,0.0053191489361702,1
1841,153,325,23,0.0831070070613796,14.130434782608695,0.0,1
1516,130,273,20,0.0857519788918205,13.65,0.0,1
76,45,1310,80,0.5921052631578947,16.375,0.005,1
86,98,1305,80,1.1395348837209305,16.3125,0.0,1
1264,397,9752,90,0.3140822784810126,108.35555555555555,0.0,1
13,0,36,0,0.0,inf,0.0,1
304,81,240,54,0.2664473684210526,4.444444444444445,0.0,1
324,32,2,3,0.0987654320987654,0.6666666666666666,0.0,1
561,222,16,38,0.3957219251336898,0.4210526315789473,0.0714285714285714,1
2550,2347,332,102,0.9203921568627452,3.2549019607843137,0.9842931937172776,1
1832,1157,71,66,0.6315502183406113,1.0757575757575757,0.0,1
365,148,2,2,0.4054794520547945,1.0,0.0,1
166,8,11,5,0.0481927710843373,2.2,0.0,1
722,870,131,122,1.2049861495844876,1.0737704918032789,0.0,1
329,197,143,101,0.5987841945288754,1.4158415841584158,0.0979020979020979,1
362,106,131,130,0.292817679558011,1.0076923076923077,0.0458015267175572,1
163,31,23,34,0.1901840490797546,0.6764705882352942,0.0,1
438,32,44,3,0.0730593607305936,14.666666666666666,0.0,1
2054,1952,142,99,0.9503407984420644,1.4343434343434345,0.0140845070422535,1
211,46,58,110,0.2180094786729857,0.5272727272727272,0.2321428571428571,1
280,116,23,12,0.4142857142857143,1.9166666666666667,0.0,1
572,423,3,21,0.7395104895104895,0.1428571428571428,0.0,1
1808,963,9,52,0.5326327433628318,0.173076923076923,0.375,1
749,698,277,81,0.931909212283044,3.419753086419753,0.1450777202072538,1
1496,1009,15,77,0.6744652406417112,0.1948051948051948,0.0,1
370,103,104,18,0.2783783783783783,5.777777777777778,0.0,1
150,49,70,63,0.3266666666666666,1.1111111111111112,0.0,1
174,220,50,34,1.264367816091954,1.4705882352941178,0.0,1
192,92,1112,132,0.4791666666666667,8.424242424242424,0.494949494949495,1
1464,317,26,75,0.2165300546448087,0.3466666666666667,0.375,1
1577,591,3728,123,0.3747622067216233,30.30894308943089,0.0,1
1871,664,178,40,0.3548904329235703,4.45,0.0,1
961,423,32,47,0.4401664932362122,0.6808510638297872,0.0625,1
1425,813,178,7,0.5705263157894737,25.428571428571427,0.0,1
267,315,56,41,1.1797752808988764,1.3658536585365857,0.0,1
83,13,6,0,0.1566265060240964,inf,0.6,1
1064,206,66,90,0.1936090225563909,0.7333333333333333,0.0,1
103,7,56,43,0.0679611650485436,1.302325581395349,0.0,1
761,106,29,12,0.1392904073587385,2.4166666666666665,0.1785714285714285,1
416,336,5,14,0.8076923076923077,0.3571428571428571,0.0,1
628,194,12,3,0.3089171974522293,4.0,0.1538461538461538,1
761,494,1068,102,0.6491458607095927,10.470588235294118,0.0,1
1650,354,1424,12,0.2145454545454545,118.66666666666669,0.0,1
455,80,18,11,0.1758241758241758,1.6363636363636365,0.0,1
596,75,17,2,0.1258389261744966,8.5,0.1176470588235294,1
884,73,13,4,0.0825791855203619,3.25,0.0,1
1781,924,590,24,0.5188096574957889,24.58333333333333,0.0252525252525252,1
1227,230,489,31,0.1874490627546862,15.774193548387096,0.0,1
1532,351,11,23,0.2291122715404699,0.4782608695652174,0.0,1
517,170,72,3,0.3288201160541586,24.0,0.0,1
1516,764,14,47,0.503957783641161,0.2978723404255319,0.0,1
1355,793,14,34,0.5852398523985239,0.4117647058823529,0.2666666666666666,1
738,117,7,101,0.1585365853658536,0.0693069306930693,0.4,1
1440,931,345,27,0.6465277777777778,12.77777777777778,0.0,1
349,248,990,113,0.7106017191977078,8.761061946902656,0.7037037037037037,1
909,21,10,9,0.0231023102310231,1.1111111111111112,0.1111111111111111,1
1806,1210,8,6,0.6699889258028793,1.3333333333333333,0.125,1
1841,1065,81,44,0.5784899511135253,1.8409090909090908,0.345679012345679,1
618,91,27,32,0.1472491909385113,0.84375,0.875,1
515,102,107,47,0.1980582524271844,2.276595744680851,0.0,1
822,28,5,7,0.0340632603406326,0.7142857142857143,0.0,1
1996,816,4007,117,0.4088176352705411,34.24786324786325,0.0,1
659,151,29,149,0.2291350531107739,0.1946308724832214,0.0344827586206896,1
1860,451,66,26,0.2424731182795698,2.5384615384615383,0.3333333333333333,1
487,51,40,2,0.1047227926078028,20.0,0.05,1
